,work_year,experience_level,job_title,salary_in_usd,remote_ratio,company_size
1493,2024,MI,Data Scientist,71958,100,M
1494,2024,SE,Data Analyst,204650,100,M
1495,2024,SE,Data Analyst,123990,100,M
1496,2024,SE,Research Scientist,299375,0,M
1497,2024,SE,Research Scientist,143625,0,M
1498,2024,SE,Machine Learning Engineer,93750,100,M
1499,2024,SE,Machine Learning Engineer,68750,100,M
1500,2024,MI,Analytics Engineer,170000,100,M
1501,2024,MI,Analytics Engineer,95000,100,M
1502,2024,SE,Machine Learning Engineer,309000,0,M
1503,2024,SE,Machine Learning Engineer,142000,0,M
1504,2024,SE,Machine Learning Engineer,184800,100,M
1505,2024,SE,Machine Learning Engineer,123200,100,M
1506,2024,MI,Data Scientist,118750,0,M
1507,2024,MI,Data Scientist,93750,0,M
1508,2024,SE,Data Engineer,105000,100,M
1509,2024,SE,Data Engineer,75000,100,M
1510,2024,SE,Machine Learning Scientist,235000,0,M
1511,2024,SE,Machine Learning Scientist,178000,0,M
1512,2024,SE,Data Architect,165000,0,M
1513,2024,SE,Data Architect,123000,0,M
1514,2024,SE,Data Infrastructure Engineer,190000,0,M
1515,2024,SE,Data Infrastructure Engineer,170000,0,M
1516,2024,MI,Machine Learning Engineer,247500,0,M
1517,2024,MI,Machine Learning Engineer,172200,0,M
1518,2024,SE,Business Intelligence,125000,100,M
1519,2024,SE,Business Intelligence,120000,100,M
1520,2024,MI,Data Analyst,152300,0,M
1521,2024,MI,Data Analyst,76200,0,M
1522,2024,SE,Data Scientist,269000,0,M
1523,2024,SE,Data Scientist,139000,0,M
1524,2024,MI,Data Engineer,214300,0,M
1525,2024,MI,Data Engineer,108500,0,M
1526,2024,SE,Machine Learning Engineer,195000,100,M
1527,2024,SE,Machine Learning Engineer,130000,100,M
1528,2024,MI,Data Engineer,115000,100,M
1529,2024,MI,Data Engineer,95000,100,M
1530,2024,SE,Data Analyst,150000,100,M
1531,2024,SE,Data Analyst,125000,100,M
1532,2024,MI,Data Operations Associate,120000,0,M
1533,2024,MI,Data Operations Associate,100000,0,M
1534,2024,MI,Data Engineer,170000,100,M
1535,2024,MI,Data Engineer,90000,100,M
1536,2024,MI,Business Intelligence,151250,0,M
1537,2024,MI,Business Intelligence,137500,0,M
1538,2024,SE,Data Analyst,119900,0,M
1539,2024,SE,Data Analyst,109000,0,M
1540,2024,MI,Data Scientist,200000,100,M
1541,2024,MI,Data Scientist,160000,100,M
1542,2024,EN,Data Analyst,135000,0,M
1543,2024,EN,Data Analyst,90000,0,M
1544,2024,SE,Data Scientist,260000,0,M
1545,2024,SE,Data Scientist,178000,0,M
1546,2022,SE,AI Architect,180000,100,M
1547,2024,SE,Data Scientist,48019,100,L
1548,2024,MI,Data Analyst,89500,100,M
1549,2024,MI,Data Analyst,65000,100,M
1550,2024,SE,Data Scientist,179000,0,M
1551,2024,SE,Data Scientist,112000,0,M
1552,2024,SE,Data Manager,96600,0,M
1553,2024,SE,Data Manager,55200,0,M
1554,2024,SE,Data Engineer,235700,0,M
1555,2024,SE,Data Engineer,124400,0,M
1556,2024,SE,Business Intelligence Analyst,109000,0,M
1557,2024,SE,Business Intelligence Analyst,62300,0,M
1558,2024,MI,Data Engineer,144200,0,M
1559,2024,MI,Data Engineer,72100,0,M
1560,2024,SE,Business Intelligence,135193,0,M
1561,2024,SE,Business Intelligence,90129,0,M
1562,2024,MI,Machine Learning Scientist,165000,0,M
1563,2024,MI,Machine Learning Scientist,103000,0,M
1564,2024,SE,Business Intelligence Lead,144300,100,M
1565,2024,SE,Business Intelligence Lead,104800,100,M
1566,2024,MI,Data Scientist,212000,0,M
1567,2024,MI,Data Scientist,93300,0,M
1568,2024,EN,Data Science,50000,0,M
1569,2024,EN,Data Science,40000,0,M
1570,2024,MI,Data Scientist,149925,0,M
1571,2024,MI,Data Scientist,91260,0,M
1572,2024,MI,Data Science Engineer,150000,0,M
1573,2024,MI,Data Science Engineer,140000,0,M
1574,2024,SE,Data Scientist,212000,0,M
1575,2024,SE,Data Scientist,93300,0,M
1576,2024,SE,Data Architect,271500,0,M
1577,2024,SE,Data Architect,136800,0,M
1578,2024,SE,Data Scientist,170000,0,M
1579,2024,SE,Data Scientist,160000,0,M
1580,2024,EX,ML Engineer,238500,0,M
1581,2024,EX,ML Engineer,183400,0,M
1582,2024,SE,Data Engineer,193200,0,M
1583,2024,SE,Data Engineer,154560,0,M
1584,2024,SE,Machine Learning Engineer,277200,0,M
1585,2024,SE,Machine Learning Engineer,151600,0,M
1586,2024,SE,Data Scientist,220800,100,M
1587,2024,SE,Data Scientist,124800,100,M
1588,2024,MI,Data Manager,208800,100,M
1589,2024,MI,Data Manager,177500,100,M
1590,2024,SE,Data Scientist,205000,0,M
1591,2024,SE,Data Scientist,139000,0,M
1592,2024,SE,Data Scientist,175000,0,M
1593,2024,SE,Data Scientist,157500,0,M
1594,2024,SE,Data Analyst,150000,100,M
1595,2024,SE,Data Analyst,135000,100,M
1596,2024,EX,Data Engineer,140000,0,M
1597,2024,EX,Data Engineer,120000,0,M
1598,2024,MI,Data Product Manager,135000,0,M
1599,2024,MI,Data Product Manager,115000,0,M
1600,2024,SE,Research Scientist,240000,0,M
1601,2024,SE,Research Scientist,133000,0,M
1602,2024,SE,Machine Learning Engineer,169200,0,M
1603,2024,SE,Machine Learning Engineer,130100,0,M
1604,2024,EX,Data Engineer,150000,0,M
1605,2024,EX,Data Engineer,120000,0,M
1606,2024,MI,Data Manager,100000,0,M
1607,2024,MI,Data Manager,90000,0,M
1608,2024,SE,Research Scientist,300000,100,M
1609,2024,SE,Research Scientist,190000,100,M
1610,2024,SE,Machine Learning Engineer,193000,0,M
1611,2024,SE,Machine Learning Engineer,154400,0,M
1612,2024,SE,Data Scientist,200000,0,M
1613,2024,SE,Data Scientist,180000,0,M
1614,2024,SE,Data Scientist,209000,100,M
1615,2024,SE,Data Scientist,145350,100,M
1616,2024,SE,Robotics Engineer,190000,0,M
1617,2024,SE,Robotics Engineer,152000,0,M
1618,2024,MI,Data Scientist,212800,0,L
1619,2024,MI,Data Scientist,111600,0,L
1620,2024,SE,Research Engineer,240000,0,M
1621,2024,SE,Research Engineer,133000,0,M
1622,2024,MI,Data Scientist,196400,0,M
1623,2024,MI,Data Scientist,174117,0,M
1624,2024,MI,Applied Scientist,222200,0,L
1625,2024,MI,Applied Scientist,136000,0,L
1626,2024,SE,Lead Data Scientist,105555,100,L
1627,2024,EN,Data Analyst,110000,0,M
1628,2024,EN,Data Analyst,80000,0,M
1629,2024,EX,Machine Learning Engineer,408500,0,M
1630,2024,EX,Machine Learning Engineer,233500,0,M
1631,2024,EN,Business Intelligence Analyst,192300,0,M
1632,2024,EN,Business Intelligence Analyst,120200,0,M
1633,2024,SE,Data Engineer,238000,0,M
1634,2024,SE,Data Engineer,158000,0,M
1635,2024,SE,Machine Learning Engineer,254000,0,M
1636,2024,SE,Machine Learning Engineer,200000,0,M
1637,2024,EN,Research Scientist,253000,0,M
1638,2024,EN,Research Scientist,160000,0,M
1639,2024,EN,Machine Learning Engineer,108806,0,M
1640,2024,EN,Machine Learning Engineer,82909,0,M
1641,2024,SE,MLOps Engineer,200000,0,M
1642,2024,SE,MLOps Engineer,160000,0,M
1643,2024,SE,Data Engineer,185000,0,M
1644,2024,SE,Data Engineer,160000,0,M
1645,2024,SE,Data Analyst,198000,0,M
1646,2024,SE,Data Analyst,108000,0,M
1647,2024,SE,Data Scientist,245000,0,M
1648,2024,SE,Data Scientist,185000,0,M
1649,2024,SE,Applied Scientist,249700,100,M
1650,2024,SE,Applied Scientist,156300,100,M
1651,2024,SE,Machine Learning Engineer,254000,0,M
1652,2024,SE,Machine Learning Engineer,204000,0,M
1653,2024,SE,Research Engineer,203000,0,M
1654,2024,SE,Research Engineer,112000,0,M
1655,2024,MI,Data Scientist,155000,0,M
1656,2024,MI,Data Scientist,139000,0,M
1657,2024,SE,Data Science,237500,0,M
1658,2024,SE,Data Science,192000,0,M
1659,2024,SE,Data Engineer,300000,0,M
1660,2024,SE,Data Engineer,244000,0,M
1661,2024,SE,Data Quality Manager,162000,100,M
1662,2024,SE,Data Quality Manager,117000,100,M
1663,2024,SE,Data Scientist,285200,100,M
1664,2024,SE,Data Scientist,168600,100,M
1665,2024,SE,Machine Learning Engineer,221000,0,M
1666,2024,SE,Machine Learning Engineer,185000,0,M
1667,2024,SE,Machine Learning Engineer,184800,100,M
1668,2024,SE,Machine Learning Engineer,123200,100,M
1669,2024,SE,Data Engineer,221000,0,M
1670,2024,SE,Data Engineer,185000,0,M
1671,2024,MI,Data Scientist,135000,0,M
1672,2024,MI,Data Scientist,110000,0,M
1673,2024,SE,Data Engineer,222200,0,M
1674,2024,SE,Data Engineer,150900,0,M
1675,2024,SE,Data Science,245000,0,M
1676,2024,SE,Data Science,185000,0,M
1677,2024,SE,Data Scientist,202800,0,M
1678,2024,SE,Data Scientist,115000,0,M
1679,2024,SE,Machine Learning Engineer,254000,0,M
1680,2024,SE,Machine Learning Engineer,204000,0,M
1681,2024,SE,Data Scientist,155000,0,M
1682,2024,SE,Data Scientist,139500,0,M
1683,2024,EN,Data Analyst,71250,100,M
1684,2024,EN,Data Analyst,57000,100,M
1685,2024,SE,Data Engineer,200000,0,M
1686,2024,SE,Data Engineer,180000,0,M
1687,2024,SE,Machine Learning Engineer,159550,0,M
1688,2024,SE,Machine Learning Engineer,113000,0,M
1689,2024,SE,Data Scientist,225000,0,M
1690,2024,SE,Data Scientist,175000,0,M
1691,2024,MI,Data Engineer,130000,100,M
1692,2024,MI,Data Engineer,100000,100,M
1693,2024,SE,Data Scientist,170000,100,M
1694,2024,SE,Data Scientist,150000,100,M
1695,2022,SE,BI Analyst,25804,100,M
1696,2024,SE,Applied Research Scientist,66666,0,S
1697,2024,SE,Data Scientist,226500,100,M
1698,2024,SE,Data Scientist,110900,100,M
1699,2024,SE,Business Intelligence,115254,100,M
1700,2024,SE,Business Intelligence,85393,100,M
1701,2024,EN,Business Intelligence Analyst,95166,0,M
1702,2024,EN,Business Intelligence Analyst,63444,0,M
1703,2024,MI,Machine Learning Engineer,250900,0,M
1704,2024,MI,Machine Learning Engineer,135200,0,M
1705,2024,SE,Prompt Engineer,217508,0,M
1706,2024,SE,Prompt Engineer,177961,0,M
1707,2024,MI,Data Science,100000,0,M
1708,2024,MI,Data Science,100000,0,M
1709,2024,MI,ML Engineer,140000,0,M
1710,2024,MI,ML Engineer,110000,0,M
1711,2024,MI,Data Engineer,140000,0,M
1712,2024,MI,Data Engineer,65000,0,M
1713,2024,SE,Research Scientist,206800,0,M
1714,2024,SE,Research Scientist,119900,0,M
1715,2024,SE,Data Scientist,185000,0,M
1716,2024,SE,Data Scientist,100200,0,M
1717,2024,SE,Data Engineer,200000,0,M
1718,2024,SE,Data Engineer,100200,0,M
1719,2024,SE,Business Intelligence,246000,0,M
1720,2024,SE,Business Intelligence,132600,0,M
1721,2024,SE,Data Scientist,238400,0,M
1722,2024,SE,Data Scientist,140300,0,M
1723,2024,MI,Business Intelligence Engineer,89500,100,M
1724,2024,MI,Business Intelligence Engineer,65000,100,M
1725,2024,MI,Data Science,180000,0,M
1726,2024,MI,Data Science,130000,0,M
1727,2024,SE,Machine Learning Scientist,220000,0,M
1728,2024,SE,Machine Learning Scientist,137500,0,M
1729,2024,SE,Data Scientist,215000,0,M
1730,2024,SE,Data Scientist,100200,0,M
1731,2024,SE,Data Scientist,150000,0,M
1732,2024,SE,Data Scientist,85000,0,M
1733,2024,MI,Data Engineer,136363,50,L
1734,2024,SE,Data Architect,212000,0,M
1735,2024,SE,Data Architect,93300,0,M
1736,2024,MI,Data Product Owner,321830,0,M
1737,2024,MI,Data Product Owner,124690,0,M
1738,2024,SE,MLOps Engineer,210000,0,M
1739,2024,SE,MLOps Engineer,117800,0,M
1740,2024,SE,Data Specialist,224800,0,M
1741,2024,SE,Data Specialist,127000,0,M
1742,2024,SE,Data Engineer,182600,0,M
1743,2024,SE,Data Engineer,105800,0,M
1744,2024,SE,Data Manager,122116,0,M
1745,2024,SE,Data Manager,97693,0,M
1746,2024,MI,Analytics Engineer,174000,0,M
1747,2024,MI,Analytics Engineer,97300,0,M
1748,2024,SE,Data Analyst,96600,0,M
1749,2024,SE,Data Analyst,55200,0,M
1750,2024,SE,Data Architect,186000,0,M
1751,2024,SE,Data Architect,81800,0,M
1752,2024,SE,Machine Learning Scientist,220000,0,M
1753,2024,SE,Machine Learning Scientist,137500,0,M
1754,2024,MI,Business Intelligence Engineer,89500,100,M
1755,2024,MI,Business Intelligence Engineer,65000,100,M
1756,2024,EN,Data Analyst,140000,0,M
1757,2024,EN,Data Analyst,112000,0,M
1758,2024,SE,Data Engineer,217508,0,M
1759,2024,SE,Data Engineer,177961,0,M
1760,2024,MI,Data Scientist,115000,0,M
1761,2024,MI,Data Scientist,90950,0,M
1762,2024,SE,Data Scientist,198000,0,M
1763,2024,SE,Data Scientist,144000,0,M
1764,2024,SE,Data Analyst,132974,0,M
1765,2024,SE,Data Analyst,88670,0,M
1766,2024,SE,Business Intelligence Analyst,140000,0,M
1767,2024,SE,Business Intelligence Analyst,92500,0,M
1768,2024,SE,Data Scientist,286000,0,M
1769,2024,SE,Data Scientist,143000,0,M
1770,2024,MI,Data Analyst,80000,0,M
1771,2024,MI,Data Analyst,70000,0,M
1772,2024,SE,Data Science,200000,0,M
1773,2024,SE,Data Science,170000,0,M
1774,2024,SE,Data Analyst,192500,100,M
1775,2024,SE,Data Analyst,122500,100,M
1776,2024,SE,Business Intelligence Analyst,198200,0,M
1777,2024,SE,Business Intelligence Analyst,113100,0,M
1778,2024,SE,Data Architect,135127,100,M
1779,2024,SE,Data Architect,119250,100,M
1780,2024,MI,Data Analytics Manager,160000,100,M
1781,2024,MI,Data Analytics Manager,130000,100,M
1782,2024,MI,Encounter Data Management Professional,65600,0,M
1783,2024,MI,Encounter Data Management Professional,47700,0,M
1784,2024,SE,Machine Learning Engineer,229900,0,M
1785,2024,SE,Machine Learning Engineer,201400,0,M
1786,2024,SE,Data Scientist,185400,0,M
1787,2024,SE,Data Scientist,92700,0,M
1788,2024,SE,Research Scientist,211900,0,M
1789,2024,SE,Research Scientist,113700,0,M
1790,2024,MI,Data Scientist,170000,100,M
1791,2024,MI,Data Scientist,90000,100,M
1792,2024,MI,Data Engineer,198000,100,M
1793,2024,MI,Data Engineer,132000,100,M
1794,2024,SE,Research Engineer,235680,0,M
1795,2024,SE,Research Engineer,153040,0,M
1796,2024,EX,AI Engineer,240000,0,M
1797,2024,EX,AI Engineer,150000,0,M
1798,2024,EX,Business Intelligence Analyst,180000,0,M
1799,2024,EX,Business Intelligence Analyst,130000,0,M
1800,2024,EX,Data Engineer,312287,0,M
1801,2024,EX,Data Engineer,208122,0,M
1802,2024,SE,Machine Learning Engineer,157476,100,M
1803,2024,SE,Machine Learning Engineer,104981,100,M
1804,2024,SE,Data Engineer,180000,100,M
1805,2024,SE,Data Engineer,110000,100,M
1806,2024,MI,Data Modeler,185800,0,M
1807,2024,MI,Data Modeler,93400,0,M
1808,2024,SE,Machine Learning Scientist,175000,0,M
1809,2024,SE,Machine Learning Scientist,145000,0,M
1810,2024,MI,Machine Learning Engineer,223600,0,L
1811,2024,MI,Machine Learning Engineer,115000,0,L
1812,2024,EN,Research Analyst,80000,0,M
1813,2024,EN,Research Analyst,50000,0,M
1814,2024,MI,ML Engineer,230000,100,M
1815,2024,MI,ML Engineer,150000,100,M
1816,2024,MI,Data Engineer,118300,0,M
1817,2024,MI,Data Engineer,94600,0,M
1818,2024,SE,Data Engineer,135000,100,M
1819,2024,SE,Data Engineer,110000,100,M
1820,2024,SE,Machine Learning Scientist,196350,100,M
1821,2024,SE,Machine Learning Scientist,127500,100,M
1822,2024,MI,Data Scientist,116259,0,M
1823,2024,MI,Data Scientist,88995,0,M
1824,2024,EN,Data Science,46080,0,M
1825,2024,EN,Data Science,37120,0,M
1826,2024,MI,Business Intelligence Analyst,150000,0,M
1827,2024,MI,Business Intelligence Analyst,100000,0,M
1828,2024,MI,Data Scientist,135000,0,M
1829,2024,MI,Data Scientist,110000,0,M
1830,2024,SE,Data Architect,231600,100,M
1831,2024,SE,Data Architect,154400,100,M
1832,2024,SE,Data Engineer,190000,0,M
1833,2024,SE,Data Engineer,167000,0,M
1834,2024,SE,Business Intelligence Engineer,147600,0,M
1835,2024,SE,Business Intelligence Engineer,106300,0,M
1836,2024,SE,Analytics Engineer,145000,100,M
1837,2024,SE,Analytics Engineer,130000,100,M
1838,2024,SE,Data Analyst,81250,0,M
1839,2024,SE,Data Analyst,75000,0,M
1840,2024,MI,Data Analyst,70000,0,M
1841,2024,MI,Data Analyst,60000,0,M
1842,2024,SE,Data Engineer,210000,100,M
1843,2024,SE,Data Engineer,190000,100,M
1844,2024,SE,Data Science Consultant,122000,0,M
1845,2024,SE,Data Science Consultant,94000,0,M
1846,2024,EN,Data Analyst,83300,0,M
1847,2024,EN,Data Analyst,47500,0,M
1848,2024,SE,Data Scientist,190000,100,M
1849,2024,SE,Data Scientist,155000,100,M
1850,2024,SE,Data Engineer,160000,0,M
1851,2024,SE,Data Engineer,94000,0,M
1852,2024,SE,Data Engineer,122000,0,M
1853,2024,SE,Data Engineer,94500,0,M
1854,2024,MI,Data Manager,150000,0,M
1855,2024,MI,Data Manager,110000,0,M
1856,2024,EN,Machine Learning Engineer,157900,100,M
1857,2024,EN,Machine Learning Engineer,105300,100,M
1858,2024,MI,Business Intelligence Analyst,58000,0,M
1859,2024,MI,Business Intelligence Analyst,48000,0,M
1860,2024,MI,Data Engineer,97000,0,M
1861,2024,MI,Data Engineer,62000,0,M
1862,2024,MI,Data Scientist,194200,0,M
1863,2024,MI,Data Scientist,110400,0,M
1864,2024,SE,Data Analyst,96600,0,M
1865,2024,SE,Data Analyst,55200,0,M
1866,2024,MI,Machine Learning Engineer,174000,100,M
1867,2024,MI,Machine Learning Engineer,147900,100,M
1868,2024,MI,Applied Scientist,250000,0,M
1869,2024,MI,Applied Scientist,170000,0,M
1870,2024,SE,BI Analyst,130000,0,M
1871,2024,SE,BI Analyst,110000,0,M
1872,2024,SE,Data Science Consultant,112000,0,M
1873,2024,SE,Data Science Consultant,109000,0,M
1874,2024,SE,Data Architect,175000,0,M
1875,2024,SE,Data Architect,150000,0,M
1876,2024,SE,Data Architect,150000,100,M
1877,2024,SE,Data Architect,120000,100,M
1878,2024,SE,Data Engineer,145000,0,M
1879,2024,SE,Data Engineer,104000,0,M
1880,2024,EN,Data Analyst,40000,0,M
1881,2024,EN,Data Analyst,30000,0,M
1882,2024,SE,Business Intelligence Engineer,202800,100,M
1883,2024,SE,Business Intelligence Engineer,115000,100,M
1884,2024,MI,Applied Scientist,250000,0,M
1885,2024,MI,Applied Scientist,170000,0,M
1886,2024,SE,Machine Learning Engineer,550000,0,M
1887,2024,SE,Machine Learning Engineer,310000,0,M
1888,2024,SE,Data Integration Engineer,148000,0,M
1889,2024,SE,Data Integration Engineer,100000,0,M
1890,2024,SE,Machine Learning Engineer,550000,0,M
1891,2024,SE,Machine Learning Engineer,310000,0,M
1892,2024,MI,Data Analyst,135000,0,M
1893,2024,MI,Data Analyst,120000,0,M
1894,2024,SE,Data Engineer,198433,100,M
1895,2024,SE,Data Engineer,119060,100,M
1896,2024,SE,ML Engineer,235000,100,M
1897,2024,SE,ML Engineer,175000,100,M
1898,2024,SE,Research Engineer,196720,0,M
1899,2024,SE,Research Engineer,113210,0,M
1900,2024,SE,Business Intelligence Engineer,204500,0,M
1901,2024,SE,Business Intelligence Engineer,139000,0,M
1902,2024,SE,Machine Learning Engineer,270000,0,M
1903,2024,SE,Machine Learning Engineer,153000,0,M
1904,2024,MI,Data Integration Specialist,93750,100,M
1905,2024,MI,Data Integration Specialist,68750,100,M
1906,2024,EN,Data Analyst,93500,0,M
1907,2024,EN,Data Analyst,53300,0,M
1908,2024,SE,Machine Learning Engineer,179000,0,M
1909,2024,SE,Machine Learning Engineer,112000,0,M
1910,2024,SE,Data Analyst,197100,100,M
1911,2024,SE,Data Analyst,131414,100,M
1912,2024,EN,Data Analyst,45625,0,M
1913,2024,EN,Data Analyst,42500,0,M
1914,2024,SE,Data Scientist,197000,0,M
1915,2024,SE,Data Scientist,106000,0,M
1916,2024,EN,Machine Learning Operations Engineer,160000,0,M
1917,2024,EN,Machine Learning Operations Engineer,140000,0,M
1918,2024,SE,Data Scientist,220000,0,M
1919,2024,SE,Data Scientist,170000,0,M
1920,2024,SE,Data Analyst,140000,0,M
1921,2024,SE,Data Analyst,100000,0,M
1922,2024,EX,Machine Learning Engineer,259850,0,M
1923,2024,EX,Machine Learning Engineer,179200,0,M
1924,2024,SE,Data Analyst,130000,100,M
1925,2024,SE,Data Analyst,120000,100,M
1926,2024,SE,Machine Learning Engineer,283780,0,M
1927,2024,SE,Machine Learning Engineer,233840,0,M
1928,2024,SE,Machine Learning Infrastructure Engineer,300000,0,M
1929,2024,SE,Machine Learning Infrastructure Engineer,180000,0,M
1930,2024,SE,Applied Scientist,260000,0,L
1931,2024,SE,Applied Scientist,136000,0,L
1932,2024,SE,Applied Scientist,260000,0,L
1933,2024,SE,Applied Scientist,136000,0,L
1934,2024,SE,Research Scientist,247600,0,L
1935,2024,SE,Research Scientist,127300,0,L
1936,2024,SE,Data Scientist,185000,0,M
1937,2024,SE,Data Scientist,175000,0,M
1938,2024,MI,Data Scientist,110000,100,M
1939,2024,MI,Data Scientist,90000,100,M
1940,2024,SE,Machine Learning Engineer,215000,0,M
1941,2024,SE,Machine Learning Engineer,160000,0,M
1942,2024,SE,Analytics Engineer,190000,100,M
1943,2024,SE,Analytics Engineer,137871,100,M
1944,2024,MI,Data Engineer,142500,0,M
1945,2024,MI,Data Engineer,120000,0,M
1946,2024,SE,Machine Learning Engineer,324000,0,M
1947,2024,SE,Machine Learning Engineer,159000,0,M
1948,2024,MI,Data Scientist,247600,0,L
1949,2024,MI,Data Scientist,127300,0,L
1950,2024,MI,Data Developer,100000,100,M
1951,2024,MI,Data Developer,85000,100,M
1952,2024,MI,Data Science,250000,0,M
1953,2024,MI,Data Science,190000,0,M
1954,2024,SE,Business Intelligence,190000,100,M
1955,2024,SE,Business Intelligence,139600,100,M
1956,2024,MI,Business Intelligence Analyst,135000,0,M
1957,2024,MI,Business Intelligence Analyst,125000,0,M
1958,2024,MI,AI Engineer,210000,0,M
1959,2024,MI,AI Engineer,50000,0,M
1960,2024,SE,Machine Learning Engineer,309000,0,M
1961,2024,SE,Machine Learning Engineer,142000,0,M
1962,2024,SE,CRM Data Analyst,40000,100,L
1963,2024,SE,Data Scientist,323295,50,L
1964,2024,SE,Data Scientist,206000,0,M
1965,2024,SE,Data Scientist,106605,0,M
1966,2024,EX,Data Science,288400,0,M
1967,2024,EX,Data Science,144200,0,M
1968,2024,MI,Data Science,220000,0,M
1969,2024,MI,Data Science,137500,0,M
1970,2024,SE,Research Scientist,337300,0,M
1971,2024,SE,Research Scientist,192700,0,M
1972,2024,SE,Data Engineer,215000,0,M
1973,2024,SE,Data Engineer,190000,0,M
1974,2024,MI,Data Integration Engineer,100000,0,M
1975,2024,MI,Data Integration Engineer,70000,0,M
1976,2024,MI,ETL Developer,120000,0,M
1977,2024,MI,ETL Developer,72000,0,M
1978,2024,MI,Data Engineer,118400,0,M
1979,2024,MI,Data Engineer,100700,0,M
1980,2024,MI,Data Scientist,200300,0,M
1981,2024,MI,Data Scientist,151500,0,M
1982,2024,SE,Business Intelligence Analyst,68750,0,M
1983,2024,SE,Business Intelligence Analyst,50000,0,M
1984,2024,MI,Applied Scientist,222200,0,L
1985,2024,MI,Applied Scientist,136000,0,L
1986,2024,SE,Data Engineer,125000,0,M
1987,2024,SE,Data Engineer,106500,0,M
1988,2024,SE,Data Scientist,136000,0,M
1989,2024,SE,Data Scientist,97000,0,M
1990,2024,EN,Data Analyst,100000,100,M
1991,2024,EN,Data Analyst,80000,100,M
1992,2024,SE,Data Engineer,221630,0,M
1993,2024,SE,Data Engineer,199467,0,M
1994,2024,SE,Machine Learning Engineer,176000,0,M
1995,2024,SE,Machine Learning Engineer,140000,0,M
1996,2024,MI,Data Scientist,172200,0,M
1997,2024,MI,Data Scientist,131200,0,M
1998,2024,SE,Business Intelligence Manager,106250,0,M
1999,2024,SE,Business Intelligence Manager,82500,0,M
2000,2024,SE,Data Architect,252000,100,M
2001,2024,SE,Data Architect,210000,100,M
2002,2024,SE,Data Engineer,140000,100,M
2003,2024,SE,Data Engineer,90000,100,M
2004,2024,MI,Data Manager,128000,0,M
2005,2024,MI,Data Manager,81500,0,M
2006,2024,EN,Business Intelligence Analyst,95000,0,M
2007,2024,EN,Business Intelligence Analyst,80000,0,M
2008,2024,SE,Data Engineer,195000,100,M
2009,2024,SE,Data Engineer,147500,100,M
2010,2024,SE,Data Science Engineer,210000,100,M
2011,2024,EX,Business Intelligence,320000,0,M
2012,2024,EX,Business Intelligence,200000,0,M
2013,2024,MI,Machine Learning Engineer,150000,0,M
2014,2024,MI,Machine Learning Engineer,120000,0,M
2015,2024,EN,Data Analyst,70000,0,M
2016,2024,EN,Data Analyst,65000,0,M
2017,2024,SE,Data Analyst,192500,100,M
2018,2024,SE,Data Analyst,122500,100,M
2019,2024,MI,Data Science,174500,100,M
2020,2024,MI,Data Science,142500,100,M
2021,2024,SE,Data Engineer,265200,0,M
2022,2024,SE,Data Engineer,138000,0,M
2023,2024,EN,Data Analyst,82000,100,M
2024,2024,EN,Data Analyst,64000,100,M
2025,2024,MI,ETL Developer,160000,0,M
2026,2024,MI,ETL Developer,140000,0,M
2027,2024,MI,Data Analytics Manager,178250,100,M
2028,2024,MI,Data Analytics Manager,105500,100,M
2029,2024,MI,Data Scientist,147400,0,M
2030,2024,MI,Data Scientist,135097,0,M
2031,2024,SE,Data Engineer,212000,0,M
2032,2024,SE,Data Engineer,93300,0,M
2033,2024,MI,Data Specialist,93150,0,M
2034,2024,MI,Data Specialist,68850,0,M
2035,2024,MI,Data Scientist,166000,0,M
2036,2024,MI,Data Scientist,73100,0,M
2037,2024,MI,Data Engineer,87500,0,M
2038,2024,MI,Data Engineer,68750,0,M
2039,2024,SE,Data Engineer,68750,0,M
2040,2024,SE,Data Engineer,50000,0,M
2041,2024,EN,Data Analyst,88800,0,M
2042,2024,EN,Data Analyst,64600,0,M
2043,2024,MI,Data Scientist,86218,0,M
2044,2024,MI,Data Scientist,68975,0,M
2045,2024,SE,AI Architect,285000,0,M
2046,2024,SE,AI Architect,153400,0,M
2047,2024,SE,Data Scientist,101763,0,M
2048,2024,SE,Data Scientist,81410,0,M
2049,2024,MI,Data Analyst,166000,0,M
2050,2024,MI,Data Analyst,73100,0,M
2051,2024,SE,AI Engineer,170000,100,M
2052,2024,SE,AI Engineer,85000,100,M
2053,2024,SE,Data Architect,400000,100,M
2054,2024,SE,Data Architect,160100,100,M
2055,2024,EX,Data Engineer,258500,0,M
2056,2024,EX,Data Engineer,191857,0,M
2057,2024,SE,AI Engineer,212000,0,M
2058,2024,SE,AI Engineer,93300,0,M
2059,2024,MI,Data Scientist,160000,0,M
2060,2024,MI,Data Scientist,110000,0,M
2061,2024,MI,Data Integration Specialist,240000,100,M
2062,2024,MI,Data Integration Specialist,100000,100,M
2063,2024,MI,Data Science,180000,0,M
2064,2024,MI,Data Science,130000,0,M
2065,2024,MI,Data Scientist,145000,0,M
2066,2024,MI,Data Scientist,116000,0,M
2067,2024,MI,Data Scientist,176000,100,M
2068,2024,MI,Data Scientist,117000,100,M
2069,2024,SE,Robotics Engineer,181000,0,M
2070,2024,SE,Robotics Engineer,82000,0,M
2071,2024,EN,Research Analyst,127305,0,M
2072,2024,EN,Research Analyst,99548,0,M
2073,2024,EN,Data Analyst,153000,100,M
